generation,final_drive,roll_radius,gear_3,gear_4,gear_5,consumption,elasticity_3,elasticity_4,elasticity_5,experiment_id
7,3.0254601981620506,0.3753952586644992,1.6976331819333188,1.3621276350741054,0.9700995940179232,1.260913,20.48,31.81,62.66,3
7,2.869238088654275,0.4019438806905618,1.650442915498301,1.4077961994631658,0.9923965621316737,1.208469,27.62,37.95,76.32,3
7,3.370608899421876,0.28284079522275857,1.8478864098630845,1.4911643436461577,0.6532608534130115,1.45971,7.9,12.14,63.2,3
7,5.870608899421876,0.4828407952227586,1.602988450679411,1.4714426715948297,0.5911643436461576,1.435747,10.09,11.98,74.13,3
8,2.855353424099391,0.3609373801408874,1.6148623372673714,1.1122590763659397,0.5373526558492202,1.144516,23.5,49.48,206.9,3
8,2.7670555915079573,0.35895439034751697,1.7063570154203265,1.1667962460734398,0.6115694105014767,1.165825,22.16,47.36,171.95,3
8,3.2880466944599047,0.2686559305053025,1.8628882871779826,1.4720088870579986,0.6428381768674405,1.476419,7.36,11.81,61.88,3
8,2.8427001025740224,0.3969832608125481,1.6562966503059013,1.4416857910602985,0.9811844496924697,1.210838,27.26,35.96,77.58,3
8,1.9309484297351385,0.3778733774883656,1.6905730263468142,1.2104194376129018,0.9795769707104567,1.097306,51.33,100.13,153.06,3
8,1.0475552733788922,0.3561903951601987,1.6327586913470669,1.5452671158372744,1.4612992983733775,1.133124,166.03,184.01,203.08,3
8,1.4805915922452209,0.35791860378732243,1.7393510585425116,1.1856864995265048,0.5791425576846926,1.066158,73.98,159.35,416.4,3
8,1.4941342514641103,0.3642837746691732,1.7213149744988103,1.1665182705362018,0.8528762833251292,1.070337,76.84,167.19,278.01,3
8,2.68854885608196,0.34722341054827366,1.6699495649532945,1.1744544008343498,0.9338331477472217,1.22434,22.93,46.33,73.25,3
8,5.006529347457549,0.34553039398059615,1.6381349419521813,1.6140577890268029,0.7373366673923929,1.6272,6.76,6.97,33.58,3
9,2.9517771365004277,0.3624201245340246,1.5910527795587588,1.2075784991293739,0.6006199070804129,1.184508,22.84,39.62,160.18,3
9,2.334752225952433,0.36883898004816135,1.6545049876376852,1.133938347462038,0.535548065845536,1.065001,34.95,74.34,289.58,3
9,2.6394317378189216,0.3633795671035336,1.7394997976112865,1.2206495125393662,0.6415965976683904,1.150666,24.02,48.73,175.7,3
9,2.970879501693924,0.38701703889425665,1.72003065043404,1.3705410690344277,0.9025269168196894,1.232556,22.0,34.63,79.79,3
9,1.6379569780947956,0.3503506715209368,1.6026198060891725,1.1028044821391898,0.6085313638135166,1.054374,68.22,144.25,350.64,3
9,2.9959146804445638,0.37478555973236893,1.7452146462581113,1.1659111988415032,0.6289191778482459,1.19288,19.7,44.11,151.74,3
9,1.763387974221308,0.37982288387286756,1.6880045677867497,1.2000118972403868,0.9398560868233925,1.077336,62.36,123.48,197.83,3
9,3.563879375818125,0.2544526461140904,1.8868833726171452,1.465544811107477,0.6315363736376369,1.582079,5.37,9.1,48.96,3
9,2.855353424099391,0.3609373801408874,1.6148623372673714,1.1122590763659397,0.5373526558492202,1.144516,23.5,49.48,206.9,3
9,5.006529347457549,0.34553039398059615,1.6381349419521813,1.6140577890268029,0.7373366673923929,1.6272,6.76,6.97,33.58,3
10,1.765278618973841,0.38741835497441107,1.7611113704204635,1.215874669197747,0.8836846972412792,1.067083,59.48,124.87,226.22,3
10,4.988350275523071,0.3504506393526358,1.7064986552343253,1.6735132054226427,0.6978853741183416,1.616012,6.43,6.71,38.84,3
10,2.076152585954011,0.3532792224148617,1.6285860768227334,1.155035517779238,0.5174377911381609,1.04923,41.83,83.13,328.03,3
10,3.1231039462543846,0.40759100750625166,1.6479611546290562,1.3809264452825352,0.989237312699953,1.236781,24.05,34.24,66.66,3
10,3.45760762406488,0.2650116962778271,1.8839122653248004,1.3973563084742402,0.6413791667215519,1.519237,6.26,11.53,54.7,3
10,1.8913016828840683,0.3872518893252105,1.7446908251962698,1.2505042432368447,0.8562048610105842,1.065579,52.76,102.71,212.7,3
10,1.3793936540689522,0.3400692798969317,1.5576926564424647,0.984021112947562,0.5830684722304277,1.086571,95.95,229.39,421.8,3
10,2.6947909941458423,0.3829922748454341,1.5942926815424192,1.3262231758891656,0.9232387400571251,1.185761,30.47,44.0,90.77,3
10,2.120608899421876,0.44950746188942525,1.8511643436461576,1.607806307958466,1.419314981291656,1.151161,50.23,66.57,85.43,3
10,4.620608899421876,0.3495074618894253,1.8805335806857388,0.9907435527202273,0.8911643436461576,1.553193,6.11,22.35,27.62,3
11,4.616074749087957,0.34338790532913743,1.8303881730718403,1.0315804310465468,1.0299491963616771,1.602803,6.25,19.94,20.0,3
11,5.0092615060550845,0.34962152836597415,1.6920299884985401,1.6289277732236391,0.7537758928563034,1.630366,6.45,7.01,32.87,3
11,2.6126239237311824,0.38004144005444973,1.516785631162328,1.3450181556298049,0.6810404282275689,1.126265,35.25,44.82,174.19,3
11,3.3877827020455746,0.40838766435547136,1.5899069016062968,1.27452549622036,0.9311088287625839,1.255064,22.04,34.29,64.2,3
11,4.831777608172963,0.3399786133985373,1.8374052502742766,0.9414730178769142,0.9077890924356771,1.610209,5.5,21.42,23.04,3
11,1.7744499676933634,0.3995207851017224,1.8080609694055572,1.2781808613920855,0.9386491033083855,1.070292,59.39,118.91,213.77,3
11,2.259986268949733,0.46552172728737135,1.8707881731589335,1.6292855502416073,0.6595886254170151,1.059581,46.45,61.22,310.18,3
11,3.397930579585896,0.2637976108505744,1.8494775438605506,1.3746226582457286,1.372640863750762,1.686818,6.7,12.23,12.26,3
11,3.370608899421876,0.28284079522275857,1.8478864098630845,1.4911643436461577,0.6532608534130115,1.45971,7.9,12.14,63.2,3
11,5.870608899421876,0.4828407952227586,1.602988450679411,1.4714426715948297,0.5911643436461576,1.435747,10.09,11.98,74.13,3
12,3.4230406206224853,0.24273147113755578,1.8925008898098492,1.3974545241181002,1.3808861963275316,1.800804,5.26,9.87,10.11,3
12,4.719456753661017,0.34758082023152403,1.8969804565348056,0.9353394633071214,0.8816287029994403,1.569684,5.66,23.77,26.76,3
12,4.5203683982016205,0.32221644851519676,1.8342430752340817,1.5617159876255187,0.7322082093581026,1.614355,5.67,7.98,36.32,3
12,2.4176581914311432,0.33031032563938,1.8675475115303128,1.0396162957410304,0.978111097207288,1.212547,20.52,66.15,74.72,3
12,4.344489411993534,0.34934037113167865,1.7678560500312077,0.9688522293866972,0.9594904175185407,1.506366,7.93,26.41,26.93,3
12,2.2581307827521675,0.4591380222614927,1.804934020038207,1.0776648945174148,1.0505799694944293,1.107073,48.62,136.47,143.63,3
12,1.5540017397166719,0.4068860370261408,1.7911009036671945,1.2903664218644861,0.9322749344659409,1.074123,81.85,157.87,271.46,3
12,3.0855031853575805,0.42172597857322036,1.620971881727113,1.243584587171165,0.9653272499187665,1.203878,27.26,46.28,76.78,3
12,4.616074749087957,0.34338790532913743,1.8303881730718403,1.0315804310465468,1.0299491963616771,1.602803,6.25,19.94,20.0,3
12,5.006529347457549,0.34553039398059615,1.6381349419521813,1.6140577890268029,0.7373366673923929,1.6272,6.76,6.97,33.58,3
13,4.605345457473229,0.33147070316485494,1.8240660589787339,0.9823407392182639,0.9785448450999569,1.61235,5.86,20.59,20.75,3
13,2.577356909687839,0.3554678367958095,1.9059261904833253,0.9470973867894804,0.9136232513738679,1.197059,20.08,81.22,87.29,3
13,4.693458259501411,0.3086218910958843,1.8195564516442921,1.4942956555390032,0.7673472544631625,1.692514,4.89,7.41,28.15,3
13,3.3765249537655104,0.41768160730034987,1.608068710376486,1.281843174914934,0.9339142818774319,1.245113,22.69,35.7,67.19,3
13,4.414732775210208,0.3271559795727379,1.7936874597511487,1.5350675694600922,0.8400366460116921,1.601098,6.48,8.93,29.84,3
13,4.621982407709051,0.31840297852241206,1.8501815845296607,1.5188968440338875,0.6746499302360573,1.62666,5.19,7.88,39.96,3
13,2.4350640099545715,0.3377927994953972,1.8851741092323233,1.0878527329579937,0.9591214569767575,1.208686,20.76,62.28,80.12,3
13,2.2268829495884743,0.45042582641657336,1.7950013889446355,1.0355623480674907,1.0330764345811374,1.1072,48.65,146.29,147.0,3
13,3.4230406206224853,0.24273147113755578,1.8925008898098492,1.3974545241181002,1.3808861963275316,1.800804,5.26,9.87,10.11,3
13,5.006529347457549,0.34553039398059615,1.6381349419521813,1.6140577890268029,0.7373366673923929,1.6272,6.76,6.97,33.58,3
14,2.526010234702551,0.2525183546940058,1.9561515765354662,1.4056193928765035,1.3890291355773132,1.488644,10.01,19.4,19.86,3
14,3.37134501546692,0.24971516085780676,1.885331688508483,0.9922174327991706,0.9414241334605665,1.585702,5.81,21.37,23.74,3
14,4.369485136118287,0.33434901339661754,1.7984665794713508,1.6031235075103345,0.7891415233286455,1.566939,6.9,8.73,36.04,3
14,4.532573065169846,0.32155962631371326,1.836876990884427,1.5171804223828482,0.8339002634004895,1.643125,5.6,8.38,27.75,3
14,4.932513790927455,0.34183132992051546,1.6884858610433138,1.607366077738148,0.7124943780621794,1.62174,6.38,7.1,36.26,3
14,4.9489353582949525,0.3399686413492711,1.6445747215352824,1.5797096030096682,0.772076848067526,1.638314,6.63,7.23,30.35,3
14,3.206336726541639,0.43212738480131707,1.9117727286921355,1.410921848856764,1.3834870813551752,1.29627,19.06,34.97,36.37,3
14,3.3912116365098517,0.4237996203609753,1.6389607436803983,1.3776331269348856,1.2448504245491585,1.292156,22.29,31.55,38.62,3
14,2.120608899421876,0.44950746188942525,1.8511643436461576,1.607806307958466,1.419314981291656,1.151161,50.23,66.57,85.43,3
14,4.620608899421876,0.3495074618894253,1.8805335806857388,0.9907435527202273,0.8911643436461576,1.553193,6.11,22.35,27.62,3
15,4.871892143121967,0.33869463158272717,1.7032842094148295,1.554254816133827,0.914804012470364,1.673402,6.31,7.66,22.15,3
15,4.552921232792766,0.32336470820419577,1.6873979169997986,1.6271328282775874,0.7254217451008541,1.605257,6.74,7.28,36.74,3
15,5.0043039951877,0.35264388196171736,1.6617652562723053,1.6541670931149297,1.371899114512261,1.806372,6.85,6.92,10.11,3
15,3.1814302762913202,0.4246258116383602,1.9616189509282855,1.4021041677914712,0.7163443588804101,1.212023,17.75,34.73,133.08,3
15,3.3346030457023144,0.4259637063759911,1.6612108296781947,1.4859375325043462,1.3277403000765557,1.3015,22.67,28.33,35.48,3
15,3.0944312846586195,0.4496533297683049,1.6303233918710096,1.4258203008955765,1.2243595872872253,1.219117,30.46,39.8,53.96,3
15,3.0360548905781313,0.4348469079914508,1.9232904953424446,1.5458963824897398,0.7720175593753182,1.196063,21.27,32.91,131.94,3
15,3.278146493500536,0.4348261712357133,1.896311530671187,1.4542525032848281,0.7933362581545819,1.22756,18.76,31.89,107.11,3
15,3.370608899421876,0.28284079522275857,1.8478864098630845,1.4911643436461577,0.6532608534130115,1.45971,7.9,12.14,63.2,3
15,5.870608899421876,0.4828407952227586,1.602988450679411,1.4714426715948297,0.5911643436461576,1.435747,10.09,11.98,74.13,3
15,5.870608899421876,0.4828407952227586,1.602988450679411,1.4714426715948297,0.5911643436461576,1.435747,10.09,11.98,74.13,3
0,2.745608899421876,0.31617412855609195,1.3350790352311932,0.6511643436461576,0.5621721241487988,1.147719,28.52,119.86,160.82,4
0,3.995608899421876,0.4161741285560919,1.5511643436461577,1.2050292670059415,1.0623517625039207,1.348506,17.29,28.64,36.84,4
0,1.495608899421876,0.21617412855609194,1.63360069557737,1.1987153988675572,0.9511643436461577,1.178653,30.01,55.69,88.45,4
1,1.508869045394374,0.22171975496237478,1.5908778955319574,1.227272481013356,0.8885806774362529,1.162601,32.71,54.91,104.77,4
1,3.995608899421876,0.4161741285560919,1.5511643436461577,1.2050292670059415,1.0623517625039207,1.348506,17.29,28.64,36.84,4
1,2.745608899421876,0.31617412855609195,1.3350790352311932,0.6511643436461576,0.5621721241487988,1.147719,28.52,119.86,160.82,4
1,2.745608899421876,0.31617412855609195,1.3350790352311932,0.6511643436461576,0.5621721241487988,1.147719,28.52,119.86,160.82,4
0,2.745608899421876,0.31617412855609195,1.3350790352311932,0.6511643436461576,0.5621721241487988,1.147719,28.52,119.86,160.82,5
0,3.995608899421876,0.4161741285560919,1.5511643436461577,1.2050292670059415,1.0623517625039207,1.348506,17.29,28.64,36.84,5
0,1.495608899421876,0.21617412855609194,1.63360069557737,1.1987153988675572,0.9511643436461577,1.178653,30.01,55.69,88.45,5
1,1.4405811117442022,0.213031773728211,1.597464691804788,1.2598608761898658,0.9767003363273999,1.174096,32.85,52.78,87.8,5
1,3.995608899421876,0.4161741285560919,1.5511643436461577,1.2050292670059415,1.0623517625039207,1.348506,17.29,28.64,36.84,5
1,2.745608899421876,0.31617412855609195,1.3350790352311932,0.6511643436461576,0.5621721241487988,1.147719,28.52,119.86,160.82,5
1,2.745608899421876,0.31617412855609195,1.3350790352311932,0.6511643436461576,0.5621721241487988,1.147719,28.52,119.86,160.82,5
0,5.006529347457549,0.34553039398059615,1.6381349419521813,1.6140577890268029,0.7373366673923929,1.6272,6.76,6.97,33.58,6
0,1.2565293474575492,0.44553039398059613,1.3654076692249086,1.3140577890268028,1.1659080959638215,1.134188,242.47,256.62,300.68,6
0,3.7565293474575494,0.24553039398059617,0.9516223816781072,0.7140577890268024,0.5472258510430904,1.427844,18.09,32.12,54.65,6
1,3.918512942874724,0.24265732516693814,1.6635098709728595,0.91814050627492,0.7823664219115447,1.66285,5.19,17.44,24.02,6
1,5.1003311670035485,0.3392161511173255,1.6626462219669051,1.6618581861648671,0.7152455524628187,1.666028,6.04,6.04,33.15,6
1,5.019823438311397,0.3372653145818425,1.664007483885104,1.6079459610610378,0.7895643578918301,1.671608,6.16,6.64,27.76,6
2,3.8788240314078357,0.24738208459407068,1.705115126139054,0.8901213648805082,0.8242783591335898,1.650981,5.24,19.69,22.96,6
2,4.008030069185111,0.2511595034191297,1.7070318803846618,0.9400129529465756,0.7857012278926752,1.661637,5.05,17.04,24.39,6
2,5.004991883055996,0.23460185249523285,1.640476688802969,0.9258340971475292,0.7648011141515653,2.043127,3.27,9.82,14.4,6
2,5.004991883055996,0.23460185249523285,1.640476688802969,0.9258340971475292,0.7648011141515653,2.043127,3.27,9.82,14.4,6
